form	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
legalibus	legalis	Pos	Plur	_	_	Abl	Com	_	ADJqua
reus	reus	_	Sing	_	_	Nom	_	_	NOM
sistitur	sisto	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
iniuriarum	iniuria	_	Plur	_	_	Gen	_	_	NOM
auctor	auctor	_	Sing	_	_	Nom	_	_	NOM
iure	iure	_	_	_	_	_	_	_	ADV
damnatur	damno	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
quanto	quanto	_	_	_	_	_	_	1	ADVrel
utique	utique	Pos	_	_	_	_	_	_	ADV
maioris	magnus	Comp	Sing	_	_	Gen	Com	_	ADJqua
piaculi	piaculum	_	Sing	_	_	Gen	_	_	NOM
crimen	crimen	_	Sing	_	_	Nom	_	_	NOM
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
iniuriosum	iniuriosus	Pos	Sing	_	_	Nom	Neut	_	ADJqua
quempiam	quispiam	_	Sing	_	_	Acc	Masc	_	PROind
deo	deus	_	Sing	_	_	Dat	_	_	NOM
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER

semper	semper	Pos	_	_	_	_	_	_	ADV
enim	enim	_	_	_	_	_	_	2	CONcoo
per	per	_	_	_	_	_	_	_	PRE
dignitatem	dignitas	_	Sing	_	_	Acc	_	_	NOM
iniuriam	iniuria	_	Sing	_	_	Acc	_	_	NOM
perferentis	perfero	_	Sing	_	Par|Pres|Act	Gen	Com	_	VER
crescit	cresco	_	Sing	3	Ind|Pres|Act	_	_	_	VER
culpa	culpa	_	Sing	_	_	Nom	_	_	NOM
facientis	facio	_	Sing	_	Par|Pres|Act	Gen	Com	_	VER
quia	quia	_	_	_	_	_	_	_	CONsub
necesse	necesse	Pos	_	_	_	Ind	_	_	ADJqua
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
quanto	quanto	_	_	_	_	_	_	1	ADVrel
maior	magnus	Comp	Sing	_	_	Nom	MascFem	_	ADJqua
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
persona	persona	_	Sing	_	_	Nom	_	_	NOM
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
contumeliam	contumelia	_	Sing	_	_	Acc	_	_	NOM
patitur	patior	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
tanto	tanto	Pos	_	_	_	_	_	_	ADV
maior	magnus	Comp	Sing	_	_	Nom	MascFem	_	ADJqua
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
noxa	noxa	_	Sing	_	_	Nom	_	_	NOM
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
facit	facio	_	Sing	3	Ind|Pres|Act	_	_	_	VER

et	et	_	_	_	_	_	_	2	CONcoo
hinc	hinc	Pos	_	_	_	_	_	_	ADV
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
quod	qui	_	Sing	_	_	Acc	Neut	1	PROrel
legimus	lego	_	Plur	1	Ind|Pres|Act	_	_	2	VER
in	in	_	_	_	_	_	_	_	PRE
lege	lex	_	Sing	_	_	Abl	_	_	NOM
etiam	etiam	Pos	_	_	_	_	_	_	ADV
eos	is	_	Plur	_	_	Acc	Masc	_	PROdem
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
uidentur	uideo	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
contra	contra	_	_	_	_	_	_	2	PRE
mandatum	mandatum	_	Sing	_	_	Acc	_	_	NOM
sacrum	sacer	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
leuia	leuis	Pos	Plur	_	_	Acc	Neut	1	ADJqua
fecisse	facio	_	_	_	Inf|Perf|Act	_	_	_	VER
seuerissime	seuere	Sup	_	_	_	_	_	_	ADV
tamen	tamen	Pos	_	_	_	_	_	_	ADV
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
punitos	punio	_	Plur	_	Par|Perf|Pass	Acc	Masc	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
intellegeremus	intelligo	_	Plur	1	Sub|Impa|Act	_	_	_	VER
scilicet	scilicet	Pos	_	_	_	_	_	_	ADV
nihil	nihil	_	_	_	_	Ind	_	_	PROind
ad	ad	_	_	_	_	_	_	2	PRE
deum	deus	_	Sing	_	_	Acc	_	_	NOM
pertinens	pertineo	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
leue	leuis	Pos	Sing	_	_	Acc	Neut	1	ADJqua
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
ducendum	duco	_	Sing	_	Adj|_|Pass	Acc	MascNeut	_	VER
quia	quia	_	_	_	_	_	_	_	CONsub
etiam	etiam	Pos	_	_	_	_	_	_	ADV
quod	qui	_	Sing	_	_	Nom	Neut	1	PROrel
uidebatur	uideo	_	Sing	3	Ind|Impa|Pass	_	_	_	VER
exiguum	exiguus	Pos	Sing	_	_	Nom	Neut	_	ADJqua
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
culpa	culpa	_	Sing	_	_	Nom	_	_	NOM
grande	grandis	Pos	Sing	_	_	Acc	Neut	_	ADJqua
hoc	hic	_	Sing	_	_	Acc	Neut	1	PROdem
faciebat	facio	_	Sing	3	Ind|Impa|Act	_	_	_	VER
diuinitatis	diuinitas	_	Sing	_	_	Gen	_	_	NOM
iniuria	iniuria	_	Sing	_	_	Nom	_	_	NOM

denique	denique	Pos	_	_	_	_	_	_	ADV
Oza	Oza	_	_	_	_	Ind	_	_	NOM
ille	ille	_	Sing	_	_	Nom	Masc	_	PROdem
leuites	Leuites	_	Sing	_	_	Nom	_	_	NOM
dei	deus	_	Sing	_	_	Gen	_	_	NOM
quid	quis	_	Sing	_	_	Acc	Neut	1	PROint
contra	contra	_	_	_	_	_	_	2	PRE
mandatum	mandatum	_	Sing	_	_	Acc	_	_	NOM
caeleste	caelestis	Pos	Sing	_	_	Acc	Neut	_	ADJqua
fecit	facio	_	Sing	3	Ind|Perf|Act	_	_	_	VER
quod	quod	_	_	_	_	_	_	2	CONsub
uacillantem	uacillo	_	Sing	_	Par|Pres|Act	Acc	MascFem	_	VER
aream	area	_	Sing	_	_	Acc	_	_	NOM
domini	dominus	_	Sing	_	_	Gen	_	_	NOM
sustinere	sustineo	_	_	_	Inf|Pres|Act	_	_	_	VER
temptauit	tento	_	Sing	3	Ind|Perf|Act	_	_	_	VER

nihil	nihil	_	_	_	_	Ind	_	_	PROind
enim	enim	_	_	_	_	_	_	2	CONcoo
hinc	hinc	Pos	_	_	_	_	_	_	ADV
erat	sum	_	Sing	3	Ind|Impa|Act	_	_	1	VER
lege	lex	_	Sing	_	_	Abl	_	_	NOM
praeceptum	praecipio	_	Sing	_	Par|Perf|Pass	Nom	Neut	_	VER

et	et	_	_	_	_	_	_	2	CONcoo
tamen	tamen	Pos	_	_	_	_	_	_	ADV
statim	statim	Pos	_	_	_	_	_	_	ADV
dum	dum	_	_	_	_	_	_	2	CONsub
sustinebat	sustineo	_	Sing	3	Ind|Impa|Act	_	_	_	VER
extinctus	exstinguo	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
non	non	_	_	_	_	_	_	_	ADVneg
quia	quia	_	_	_	_	_	_	_	CONsub
ut	ut	_	_	_	_	_	_	4	CONsub
uidetur	uideo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
ad	ad	_	_	_	_	_	_	2	PRE
speciem	species	_	Sing	_	_	Acc	_	_	NOM
contumaci	contumax	Pos	Sing	_	_	Abl	Com	_	ADJqua
aliquid	aliquis	_	Sing	_	_	Acc	Neut	_	PROind
aut	aut	_	_	_	_	_	_	_	CONcoo
inofficiosa	inofficiosus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
saltim	saltem	Pos	_	_	_	_	_	_	ADV
mente	mens	_	Sing	_	_	Abl	_	_	NOM
commiserit	committo	_	Sing	3	Sub|Perf|Act	_	_	_	VER
sed	sed	_	_	_	_	_	_	_	CONcoo
ipso	ipse	_	Sing	_	_	Abl	MascNeut	_	PROdem
officio	officium	_	Sing	_	_	Abl	_	_	NOM
inofficiosus	inofficiosus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
fuit	sum	_	Sing	3	Ind|Perf|Act	_	_	1	VER
quia	quia	_	_	_	_	_	_	_	CONsub
iniussa	iniussus	Pos	Plur	_	_	Acc	Neut	2	ADJqua
praesumpsit	praesumo	_	Sing	3	Ind|Perf|Act	_	_	_	VER

homo	homo	_	Sing	_	_	Nom	_	_	NOM
Israheliticae	Israeliticus	_	Sing	_	_	Gen	Fem	_	NOM
plebis	plebs	_	Sing	_	_	Gen	_	_	NOM
cum	cum	_	_	_	_	_	_	3	CONsub
ligna	lignum	_	Plur	_	_	Acc	_	_	NOM
sabbatis	sabbatum	_	Plur	_	_	Abl	_	_	NOM
collegisset	colligo	_	Sing	3	Sub|Pqp|Act	_	_	3	VER
occisus	occido	_	Sing	_	Par|Perf|Pass	Nom	Masc	2	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
et	et	_	_	_	_	_	_	2	CONcoo
hoc	hic	_	Sing	_	_	Nom	MascNeut	1	PROdem
iudicio	iudicium	_	Sing	_	_	Abl	_	_	NOM
ac	ac	_	_	_	_	_	_	1	CONcoo
iussu	iussus	_	Sing	_	_	Abl	_	_	NOM
dei	deus	_	Sing	_	_	Gen	_	_	NOM
piissimi	pius	Sup	Sing	_	_	Gen	MascNeut	_	ADJqua
scilicet	scilicet	Pos	_	_	_	_	_	_	ADV
ac	ac	_	_	_	_	_	_	1	CONcoo
misericordissimi	misericors	Sup	Sing	_	_	Gen	MascNeut	_	ADJqua
iudicis	iudex	_	Sing	_	_	Gen	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
parcere	parco	_	_	_	Inf|Pres|Act	_	_	_	VER
absque	absque	_	_	_	_	_	_	2	ADV
dubio	dubium	_	Sing	_	_	Abl	_	_	NOM
quam	quam	_	_	_	_	_	_	1	ADVrel
occidere	occido	_	_	_	Inf|Pres|Act	_	_	2	VER
maluisset	malo	_	Sing	3	Sub|Pqp|Act	_	_	_	VER
nisi	nisi	_	_	_	_	_	_	_	CONsub
rationem	ratio	_	Sing	_	_	Acc	_	_	NOM
misericordiae	misericordia	_	Sing	_	_	Gen	_	_	NOM
seueritatis	seueritas	_	Sing	_	_	Gen	_	_	NOM
ratio	ratio	_	Sing	_	_	Nom	_	_	NOM
uicisset	uinco	_	Sing	3	Sub|Pqp|Act	_	_	_	VER

unus	unus	_	Sing	_	_	Nom	Masc	_	ADJcar
enim	enim	_	_	_	_	_	_	2	CONcoo
incautior	incautus	Comp	Sing	_	_	Nom	MascFem	_	ADJqua
periit	pereo	_	Sing	3	Ind|Perf|Act	_	_	1	VER
ne	ne	_	_	_	_	_	_	4	CONsub
multi	multi	_	Plur	_	_	Nom	_	_	NOM
per	per	_	_	_	_	_	_	_	PRE
incautelam	incautela	_	Sing	_	_	Acc	_	_	NOM
postea	postea	Pos	_	_	_	_	_	_	ADV
deperirent	depereo	_	Plur	3	Sub|Impa|Act	_	_	1	VER

et	et	_	_	_	_	_	_	2	CONcoo
quid	quis	_	Sing	_	_	Acc	Neut	1	PROint
de	de	_	_	_	_	_	_	_	PRE
singulis	singulus	_	Plur	_	_	Abl	Com	_	ADJdis
dicam	dico	_	Sing	1	Sub|Pres|Act	_	_	2	VER

uniuersa	uniuersus	Pos	Sing	_	_	Nom	Fem	_	ADJqua
gens	gens	_	Sing	_	_	Nom	_	_	NOM
Hebraeorum	Hebraeus	Pos	Plur	_	_	Gen	MascNeut	_	ADJqua
cum	cum	_	_	_	_	_	_	3	CONsub
per	per	_	_	_	_	_	_	_	PRE
heremum	eremus	_	Sing	_	_	Acc	_	_	NOM
iter	iter	_	Sing	_	_	Acc	_	_	NOM
ageret	ago	_	Sing	3	Sub|Impa|Act	_	_	_	VER
quia	quia	_	_	_	_	_	_	_	CONsub
consuetudinarias	consuetudinarius	Pos	Plur	_	_	Acc	Fem	_	ADJqua
carnes	caro	_	Plur	_	_	Acc	_	1	NOM
desiderauit	desidero	_	Sing	3	Ind|Perf|Act	_	_	_	VER
partem	pars	_	Sing	_	_	Acc	_	_	NOM
suae	suus	_	Sing	_	_	Gen	Fem	_	PROpos.ref
plebis	plebs	_	Sing	_	_	Gen	_	_	NOM
amisit	amitto	_	Sing	3	Ind|Perf|Act	_	_	_	VER

et	et	_	_	_	_	_	_	2	CONcoo
quidem	quidem	Pos	_	_	_	_	_	_	ADV
interdictum	interdico	_	Sing	_	Par|Perf|Pass	Nom	Neut	2	VER
necdum	necdum	_	_	_	_	_	_	1	ADVneg
fuerat	sum	_	Sing	3	Ind|Pqp|Act	_	_	1	VER
ne	ne	_	_	_	_	_	_	4	CONsub
desideraret	desidero	_	Sing	3	Sub|Impa|Act	_	_	_	VER
sed	sed	_	_	_	_	_	_	_	CONcoo
legali	legalis	Pos	Sing	_	_	Dat	Com	_	ADJqua
ut	ut	_	_	_	_	_	_	4	CONsub
reor	reor	_	Sing	1	Ind|Pres|Dep	_	_	_	VER
obseruantiae	obseruantia	_	Sing	_	_	Dat	_	_	NOM
proficere	proficio	_	_	_	Inf|Pres|Act	_	_	_	VER
deus	deus	_	Sing	_	_	Nom	_	_	NOM
uoluit	uolo	_	Sing	3	Ind|Perf|Act	_	_	3	VER
ut	ut	_	_	_	_	_	_	4	CONsub
rebellem	rebellis	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
concupiscentiam	concupiscentia	_	Sing	_	_	Acc	_	_	NOM
coerceret	coerceo	_	Sing	3	Sub|Impa|Act	_	_	_	VER
quo	quo	_	_	_	_	_	_	5	CONsub
facilius	facile	Comp	_	_	_	_	_	_	ADV
scilicet	scilicet	Pos	_	_	_	_	_	_	ADV
cunctus	cunctus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
populus	populus	_	Sing	_	_	Nom	_	1	NOM
agnosceret	agnosco	_	Sing	3	Sub|Impa|Act	_	_	_	VER
quantum	quantum	_	_	_	_	_	_	3	ADVrel
euitare	euito	_	_	_	Inf|Pres|Act	_	_	_	VER
deberet	debeo	_	Sing	3	Sub|Impa|Act	_	_	_	VER
quae	qui	_	Plur	_	_	Acc	Neut	1	PROrel
deus	deus	_	Sing	_	_	Nom	_	_	NOM
scriptis	scriptum	_	Plur	_	_	Dat	_	_	NOM
caelestibus	caelestis	Pos	Plur	_	_	Dat	Com	_	ADJqua
interdiceret	interdico	_	Sing	3	Sub|Impa|Act	_	_	2	VER
quando	quando	_	_	_	_	_	_	3	CONsub
etiam	etiam	Pos	_	_	_	_	_	_	ADV
illa	ille	_	Plur	_	_	Nom	Neut	_	PROdem
eum	is	_	Sing	_	_	Acc	Masc	_	PROdem
admissa	admitto	_	Plur	_	Par|Perf|Pass	Nom	Neut	_	VER
laederent	laedo	_	Plur	3	Sub|Impa|Act	_	_	_	VER
quae	qui	_	Plur	_	_	Acc	Neut	1	PROrel
necdum	necdum	_	_	_	_	_	_	1	ADVneg
lege	lex	_	Sing	_	_	Abl	_	_	NOM
uetuisset	ueto	_	Sing	3	Sub|Pqp|Act	_	_	_	VER

laborem	labor	_	Sing	_	_	Acc	_	1	NOM
quoque	quoque	Pos	_	_	_	_	_	_	ADV
se	sui	_	Sing	_	_	Acc	_	1	PROref
sustinere	sustineo	_	_	_	Inf|Pres|Act	_	_	_	VER
idem	idem	_	Sing	_	_	Nom	MascNeut	_	PROdem
populus	populus	_	Sing	_	_	Nom	_	1	NOM
ingemuit	ingemisco	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
propter	propter	_	_	_	_	_	_	2	PRE
hoc	hic	_	Sing	_	_	Acc	Neut	1	PROdem
plagis	plaga	_	Plur	_	_	Abl	_	1	NOM
caelestibus	caelestis	Pos	Plur	_	_	Abl	Com	_	ADJqua
uerberabatur	uerbero	_	Sing	3	Ind|Impa|Pass	_	_	2	VER
non	non	_	_	_	_	_	_	_	ADVneg
quia	quia	_	_	_	_	_	_	_	CONsub
laboranti	laboro	_	Sing	_	Par|Pres|Act	Dat	Com	_	VER
gemere	gemo	_	_	_	Inf|Pres|Act	_	_	_	VER
non	non	_	_	_	_	_	_	_	ADVneg
liceat	licet	_	Sing	3	Sub|Pres|Act	_	_	1	VER
sed	sed	_	_	_	_	_	_	_	CONcoo
ingratus	ingratus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
scilicet	scilicet	Pos	_	_	_	_	_	_	ADV
fuit	sum	_	Sing	3	Ind|Perf|Act	_	_	1	VER
gemitus	gemitus	_	Sing	_	_	Nom	_	_	NOM
deum	deus	_	Sing	_	_	Acc	_	_	NOM
quasi	quasi	_	_	_	_	_	_	1	ADVrel
auctorem	auctor	_	Sing	_	_	Acc	_	_	NOM
immoderati	immoderatus	Pos	Sing	_	_	Gen	MascNeut	_	ADJqua
laboris	labor	_	Sing	_	_	Gen	_	1	NOM
accusans	accuso	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER

ex	ex	_	_	_	_	_	_	_	PRE
quo	qui	_	Sing	_	_	Abl	MascNeut	1	PROrel
intellegi	intelligo	_	_	_	Inf|Pres|Pass	_	_	_	VER
conuenit	conuenio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
quantum	quantum	_	Sing	_	_	Acc	Neut	1	PROrel
placere	placeo	_	_	_	Inf|Pres|Act	_	_	_	VER
deo	deus	_	Sing	_	_	Dat	_	_	NOM
debeat	debeo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
rerum	res	_	Plur	_	_	Gen	_	_	NOM
iucundarum	iucundus	Pos	Plur	_	_	Gen	Fem	_	ADJqua
beatitudine	beatitudo	_	Sing	_	_	Abl	_	_	NOM
fruitur	fruor	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
quando	quando	_	_	_	_	_	_	3	CONsub
etiam	etiam	Pos	_	_	_	_	_	_	ADV
de	de	_	_	_	_	_	_	_	PRE
his	hic	_	Plur	_	_	Abl	Com	1	PROdem
queri	queror	_	_	_	Inf|Pres|Dep	_	_	_	VER
non	non	_	_	_	_	_	_	_	ADVneg
licet	licet	_	Sing	3	Ind|Pres|Act	_	_	1	VER
quae	qui	_	Plur	_	_	Nom	Neut	1	PROrel
ingrata	ingratus	Pos	Plur	_	_	Nom	Neut	_	ADJqua
uideantur	uideo	_	Plur	3	Sub|Pres|Pass	_	_	_	VER

3	3	_	_	_	_	_	_	_	ADJcar

Quaeritur	quaero	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
forsitan	forsitan	Pos	_	_	_	_	_	_	ADV
quorsum	quorsum	_	_	_	_	_	_	_	ADVint
ista	iste	_	Plur	_	_	Nom	Neut	_	PROdem
pertineant	pertineo	_	Plur	3	Sub|Pres|Act	_	_	_	VER

quorsum	quorsum	_	_	_	_	_	_	_	ADVint
absque	absque	_	_	_	_	_	_	2	ADV
dubio	dubium	_	Sing	_	_	Abl	_	_	NOM
nisi	nisi	_	_	_	_	_	_	_	CONsub
ut	ut	_	_	_	_	_	_	4	CONsub
nihil	nihil	_	_	_	_	Ind	_	_	PROind
leue	leuis	Pos	Sing	_	_	Nom	Neut	1	ADJqua
existimetur	existimo	_	Sing	3	Sub|Pres|Pass	_	_	_	VER
quo	qui	_	Sing	_	_	Abl	MascNeut	1	PROrel
deus	deus	_	Sing	_	_	Nom	_	_	NOM
laeditur	laedo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER

de	de	_	_	_	_	_	_	_	PRE
ludis	ludus	_	Plur	_	_	Abl	_	_	NOM
enim	enim	_	_	_	_	_	_	2	CONcoo
publicis	publicus	Pos	Plur	_	_	Abl	Com	2	ADJqua
dicimus	dico	_	Plur	1	Ind|Pres|Act	_	_	2	VER
ludibriis	ludibrium	_	Plur	_	_	Abl	_	_	NOM
scilicet	scilicet	Pos	_	_	_	_	_	_	ADV
spei	spes	_	Sing	_	_	Gen	_	_	NOM
nostrae	noster	_	Sing	_	_	Gen	Fem	_	PROpos
ludibriis	ludibrium	_	Plur	_	_	Abl	_	_	NOM
uitae	uita	_	Sing	_	_	Gen	_	_	NOM
nostrae	noster	_	Sing	_	_	Gen	Fem	_	PROpos

nam	nam	_	_	_	_	_	_	_	CONcoo
dum	dum	_	_	_	_	_	_	2	CONsub
in	in	_	_	_	_	_	_	_	PRE
theatris	theatrum	_	Plur	_	_	Abl	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
circis	circus	_	Plur	_	_	Abl	_	_	NOM
ludimus	ludo	_	Plur	1	Ind|Pres|Act	_	_	_	VER
deperimus	depereo	_	Plur	1	Ind|Pres|Act	_	_	1	VER
secundum	secundum	_	_	_	_	_	_	2	PRE
illud	ille	_	Sing	_	_	Acc	Neut	_	PROdem
utique	utique	Pos	_	_	_	_	_	_	ADV
dictum	dictum	_	Sing	_	_	Acc	_	_	NOM
sermonis	sermo	_	Sing	_	_	Gen	_	_	NOM
sacri	sacer	Pos	Sing	_	_	Gen	MascNeut	_	ADJqua
stultus	stultus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
per	per	_	_	_	_	_	_	_	PRE
risum	risus	_	Sing	_	_	Acc	_	_	NOM
operatur	operor	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
scelus	scelus	_	Sing	_	_	Acc	_	_	NOM

et	et	_	_	_	_	_	_	2	CONcoo
nos	nos	_	Plur	_	_	Nom	_	_	PROper
itaque	itaque	_	_	_	_	_	_	_	CONcoo
dum	dum	_	_	_	_	_	_	2	CONsub
inter	inter	_	_	_	_	_	_	_	PRE
turpia	turpis	Pos	Plur	_	_	Acc	Neut	_	ADJqua
ac	ac	_	_	_	_	_	_	1	CONcoo
dedecorosa	dedecorosus	Pos	Plur	_	_	Acc	Neut	_	ADJqua
ridemus	rideo	_	Plur	1	Ind|Pres|Act	_	_	_	VER
scelera	scelus	_	Plur	_	_	Acc	_	_	NOM
committimus	committo	_	Plur	1	Ind|Pres|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
quidem	quidem	Pos	_	_	_	_	_	_	ADV
scelera	scelus	_	Plur	_	_	Acc	_	_	NOM
non	non	_	_	_	_	_	_	_	ADVneg
minima	paruus	Sup	Plur	_	_	Acc	Neut	2	ADJqua
sed	sed	_	_	_	_	_	_	_	CONcoo
hoc	hic	_	Sing	_	_	Abl	MascNeut	1	PROdem
ipso	ipse	_	Sing	_	_	Abl	MascNeut	_	PROdem
poenaliora	poenalis	Comp	Plur	_	_	Nom	Neut	_	ADJqua
quia	quia	_	_	_	_	_	_	_	CONsub
cum	cum	_	_	_	_	_	_	3	CONsub
uideantur	uideo	_	Plur	3	Sub|Pres|Pass	_	_	_	VER
specie	species	_	Sing	_	_	Abl	_	_	NOM
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
parua	paruus	Pos	Plur	_	_	Nom	Neut	2	ADJqua
rebus	res	_	Plur	_	_	Abl	_	_	NOM
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
exitiosis	exitiosus	Pos	Plur	_	_	Abl	Com	_	ADJqua
pestilentissima	pestilens	Sup	Plur	_	_	Nom	Neut	_	ADJqua

nam	nam	_	_	_	_	_	_	_	CONcoo
cum	cum	_	_	_	_	_	_	3	CONsub
duo	duo	_	Plur	_	_	Nom	MascNeut	_	ADJcar
sint	sum	_	Plur	3	Sub|Pres|Act	_	_	1	VER
maxima	magnus	Sup	Plur	_	_	Nom	Neut	_	ADJqua
mala	malus	_	Plur	_	_	Nom	_	1	NOM
id	is	_	Sing	_	_	Nom	Neut	_	PROdem
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
si	si	_	_	_	_	_	_	2	CONsub
homo	homo	_	Sing	_	_	Nom	_	_	NOM
aut	aut	_	_	_	_	_	_	_	CONcoo
se	sui	_	Sing	_	_	Acc	_	1	PROref
