form	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
ausus	audeo	_	Sing	_	Par|Perf|SemDep	Nom	Masc	_	VER
Iungere	iungo	_	_	_	Inf|Pres|Act	_	_	_	VER
equos	equus	_	Plur	_	_	Acc	_	_	NOM
rapidusque	rapidus界que	Pos	Sing	_	_	Nom	Masc	_	ADJqua
rotis	rota	_	Plur	_	_	Abl	_	_	NOM
insistere	insisto	_	_	_	Inf|Pres|Act	_	_	_	VER
uictor	uictor	_	Sing	_	_	Nom	_	_	NOM

Erichthonius	Erichthonius	_	Sing	_	_	Nom	_	_	NOM
Mineruae	Minerua	_	Sing	_	_	Gen	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
Uulcani	Uulcanus	_	Sing	_	_	Gen	_	_	NOM
filius	filius	_	Sing	_	_	Nom	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
quidem	quidem	Pos	_	_	_	_	_	_	ADV
de	de	_	_	_	_	_	_	_	PRE
caduca	caducus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
in	in	_	_	_	_	_	_	_	PRE
terram	terra	_	Sing	_	_	Acc	_	_	NOM
libidine	libido	_	Sing	_	_	Abl	_	_	NOM
portentum	portentum	_	Sing	_	_	Nom	_	_	NOM
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
daemonicum	daemonicus	_	Sing	_	_	Nom	Neut	_	NOM
immo	immo	Pos	_	_	_	_	_	_	ADV
diabolus	diabolus	_	Sing	_	_	Nom	_	_	NOM
ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
non	non	_	_	_	_	_	_	_	ADVneg
coluber	coluber	_	Sing	_	_	Nom	_	_	NOM

si	si	_	_	_	_	_	_	2	CONsub
uero	uero	Pos	_	_	_	_	_	3	ADV
Trochilus	Trochilus	_	Sing	_	_	Nom	_	_	NOM
Argiuus	Argiuus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
auctor	auctor	_	Sing	_	_	Nom	_	_	NOM
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
currus	currus	_	Sing	_	_	Nom	_	_	NOM
primae	primus	Sup	Sing	_	_	Dat	Fem	_	ADJord
Iunoni	Iuno	_	Sing	_	_	Dat	_	_	NOM
id	is	_	Sing	_	_	Acc	Neut	_	PROdem
opus	opus	_	Sing	_	_	Acc	_	1	NOM
suum	suus	_	Sing	_	_	Acc	Neut	_	PROpos.ref
dedicauit	dedico	_	Sing	3	Ind|Perf|Act	_	_	1	VER

si	si	_	_	_	_	_	_	2	CONsub
Romae	Roma	_	Sing	_	_	Loc	_	_	NOM
Romulus	Romulus	_	Sing	_	_	Nom	_	_	NOM
quadrigam	quadriga	_	Sing	_	_	Acc	_	_	NOM
primus	primus	Sup	Sing	_	_	Nom	Masc	_	ADJord
ostendit	ostendo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
puto	puto	_	Sing	1	Ind|Pres|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
inter	inter	_	_	_	_	_	_	_	PRE
idola	idolum	_	Plur	_	_	Acc	_	_	NOM
conscriptus	conscribo	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
si	si	_	_	_	_	_	_	2	CONsub
idem	idem	_	Sing	_	_	Nom	MascNeut	_	PROdem
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
Quirinus	Quirinus	_	Sing	_	_	Nom	_	_	NOM

talibus	talis	_	Plur	_	_	Abl	Com	_	PROdem
auctoribus	auctor	_	Plur	_	_	Abl	_	_	NOM
quadrigae	quadriga	_	Sing	_	_	Gen	_	_	NOM
productae	produco	_	Sing	_	Par|Perf|Pass	Gen	Fem	_	VER
merito	merito	Pos	_	_	_	_	_	2	ADV
et	et	_	_	_	_	_	_	2	CONcoo
aurigas	auriga	_	Plur	_	_	Acc	_	_	NOM
coloribus	color	_	Plur	_	_	Abl	_	_	NOM
idololatriae	idololatria	_	Sing	_	_	Gen	_	_	NOM
uestierunt	uestio	_	Plur	3	Ind|Perf|Act	_	_	_	VER

namque	namque	_	_	_	_	_	_	_	CONcoo
initio	initium	_	Sing	_	_	Abl	_	_	NOM
duo	duo	_	Plur	_	_	Nom	MascNeut	_	ADJcar
soli	solus	_	Plur	_	_	Nom	Masc	_	PROind
fuerunt	sum	_	Plur	3	Ind|Perf|Act	_	_	1	VER
albus	albus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
russeus	russeus	Pos	Sing	_	_	Nom	Masc	_	ADJqua

albus	albus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
hiemi	hiems	_	Sing	_	_	Dat	_	_	NOM
ob	ob	_	_	_	_	_	_	_	PRE
niues	nix	_	Plur	_	_	Acc	_	_	NOM
candidas	candidus	Pos	Plur	_	_	Acc	Fem	_	ADJqua
russeus	russeus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
aestati	aestas	_	Sing	_	_	Dat	_	_	NOM
ob	ob	_	_	_	_	_	_	_	PRE
solis	sol	_	Sing	_	_	Gen	_	_	NOM
ruborem	rubor	_	Sing	_	_	Acc	_	_	NOM
uoti	uotum	_	Sing	_	_	Gen	_	_	NOM
erant	sum	_	Plur	3	Ind|Impa|Act	_	_	1	VER
sed	sed	_	_	_	_	_	_	_	CONcoo
postea	postea	Pos	_	_	_	_	_	_	ADV
tam	tam	Pos	_	_	_	_	_	_	ADV
uoluptate	uoluptas	_	Sing	_	_	Abl	_	_	NOM
quam	quam	_	_	_	_	_	_	1	ADVrel
superstitione	superstitio	_	Sing	_	_	Abl	_	_	NOM
prouecta	proueho	_	Sing	_	Par|Perf|Pass	Abl	Fem	_	VER
russeum	russeus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
alii	alius	_	Plur	_	_	Nom	Masc	_	PROind
Marti	Mars	_	Sing	_	_	Dat	_	_	NOM
alii	alius	_	Plur	_	_	Nom	Masc	_	PROind
album	albus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
Zephyris	Zephyrus	_	Plur	_	_	Dat	_	_	NOM
consecrauerunt	consecro	_	Plur	3	Ind|Perf|Act	_	_	_	VER
prasinum	prasinus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
uero	uero	_	_	_	_	_	_	4	CONcoo
Terrae	Terra	_	Sing	_	_	Dat	_	_	NOM
matri	mater	_	Sing	_	_	Dat	_	_	NOM
uel	uel	_	_	_	_	_	_	2	CONcoo
uerno	uernus	Pos	Sing	_	_	Dat	MascNeut	_	ADJqua
uenetum	uenetus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
Caelo	caelum	_	Sing	_	_	Dat	_	1	NOM
et	et	_	_	_	_	_	_	2	CONcoo
Mari	mare	_	Sing	_	_	Dat	_	_	NOM
uel	uel	_	_	_	_	_	_	2	CONcoo
autumno	autumnus	_	Sing	_	_	Dat	_	1	NOM

cum	cum	_	_	_	_	_	_	3	CONsub
autem	autem	_	_	_	_	_	_	_	CONcoo
omnis	omnis	_	Sing	_	_	Nom	MascFem	_	PROind
species	species	_	Sing	_	_	Nom	_	_	NOM
idololatriae	idololatria	_	Sing	_	_	Gen	_	_	NOM
damnata	damno	_	Sing	_	Par|Perf|Pass	Nom	Fem	_	VER
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
a	ab	_	_	_	_	_	_	_	PRE
deo	deus	_	Sing	_	_	Abl	_	_	NOM
utique	utique	Pos	_	_	_	_	_	_	ADV
etiam	etiam	Pos	_	_	_	_	_	_	ADV
illa	ille	_	Sing	_	_	Nom	Fem	_	PROdem
damnatur	damno	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
quae	qui	_	Sing	_	_	Nom	Fem	1	PROrel
elementis	elementum	_	Plur	_	_	Abl	_	_	NOM
mundialibus	mundialis	Pos	Plur	_	_	Abl	Com	_	ADJqua
profanatur	profano	_	Sing	3	Ind|Pres|Pass	_	_	2	VER

Transeamus	transeo	_	Plur	1	Sub|Pres|Act	_	_	1	VER
ad	ad	_	_	_	_	_	_	2	PRE
scaenicas	scenicus	Pos	Plur	_	_	Acc	Fem	2	ADJqua
res	res	_	Plur	_	_	Acc	_	_	NOM
quarum	qui	_	Plur	_	_	Gen	Fem	1	PROrel
et	et	_	_	_	_	_	_	2	CONcoo
originem	origo	_	Sing	_	_	Acc	_	_	NOM
communem	communis	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
titulos	titulus	_	Plur	_	_	Acc	_	_	NOM
pares	par	Pos	Plur	_	_	Acc	MascFem	2	ADJqua
secundum	secundum	_	_	_	_	_	_	2	PRE
ipsam	ipse	_	Sing	_	_	Acc	Fem	_	PROdem
ab	ab	_	_	_	_	_	_	_	PRE
initio	initium	_	Sing	_	_	Abl	_	_	NOM
ludorum	ludus	_	Plur	_	_	Gen	_	_	NOM
appellationem	appellatio	_	Sing	_	_	Acc	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
administrationem	administratio	_	Sing	_	_	Acc	_	_	NOM
coniunctam	coniunctus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
cum	cum	_	_	_	_	_	_	2	PRE
re	res	_	Sing	_	_	Abl	_	_	NOM
equestri	equester	Pos	Sing	_	_	Abl	Com	_	ADJqua
iam	iam	Pos	_	_	_	_	_	_	ADV
ostendimus	ostendo	_	Plur	1	Ind|Perf|Act	_	_	_	VER

apparatus	apparatus	_	Sing	_	_	Gen	_	1	NOM
etiam	etiam	Pos	_	_	_	_	_	_	ADV
ex	ex	_	_	_	_	_	_	_	PRE
ea	is	_	Sing	_	_	Abl	Fem	_	PROdem
parte	pars	_	Sing	_	_	Abl	_	_	NOM
consortes	consors	Pos	Plur	_	_	Nom	MascFem	_	ADJqua
qua	qui	_	Sing	_	_	Abl	Fem	1	PROrel
ad	ad	_	_	_	_	_	_	2	PRE
scaenam	scena	_	Sing	_	_	Acc	_	_	NOM
a	ab	_	_	_	_	_	_	_	PRE
templis	templum	_	Plur	_	_	Abl	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
aris	ara	_	Plur	_	_	Abl	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
illa	ille	_	Sing	_	_	Abl	Fem	_	PROdem
infelicitate	infelicitas	_	Sing	_	_	Abl	_	_	NOM
turis	tus	_	Sing	_	_	Gen	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
sanguinis	sanguis	_	Sing	_	_	Gen	_	_	NOM
inter	inter	_	_	_	_	_	_	_	PRE
tibias	tibia	_	Plur	_	_	Acc	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
tubas	tuba	_	Plur	_	_	Acc	_	_	NOM
itur	eo	_	Sing	3	Ind|Pres|Pass	_	_	1	VER
duobus	duo	_	Plur	_	_	Abl	MascNeut	_	ADJcar
inquinatissimis	inquinatus	Sup	Plur	_	_	Abl	Com	_	ADJqua
arbitris	arbiter	_	Plur	_	_	Abl	_	_	NOM
funerum	funus	_	Plur	_	_	Gen	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
sacrorum	sacrum	_	Plur	_	_	Gen	_	_	NOM
dissignatore	dissignator	_	Sing	_	_	Abl	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
haruspice	haruspex	_	Sing	_	_	Abl	_	_	NOM

ita	ita	Pos	_	_	_	_	_	_	ADV
cum	cum	_	_	_	_	_	_	3	CONsub
de	de	_	_	_	_	_	_	_	PRE
originibus	origo	_	Plur	_	_	Abl	_	_	NOM
ludorum	ludus	_	Plur	_	_	Gen	_	_	NOM
ad	ad	_	_	_	_	_	_	2	PRE
circenses	circensis	Pos	Plur	_	_	Acc	MascFem	_	NOM
transiimus	transeo	_	Plur	1	Ind|Perf|Act	_	_	1	VER
inde	inde	Pos	_	_	_	_	_	_	ADV
nunc	nunc	Pos	_	_	_	_	_	_	ADV
ad	ad	_	_	_	_	_	_	2	PRE
scaenicos	scenicus	_	Plur	_	_	Acc	Masc	2	ADJqua
ludos	ludus	_	Plur	_	_	Acc	_	_	NOM
dirigemus	dirigo	_	Plur	1	Ind|Fut|Act	_	_	_	VER

a	ab	_	_	_	_	_	_	_	PRE
loci	locus	_	Sing	_	_	Gen	_	_	NOM
uitio	uitium	_	Sing	_	_	Abl	_	_	NOM
theatrum	theatrum	_	Sing	_	_	Nom	_	_	NOM
proprie	proprie	Pos	_	_	_	_	_	_	ADV
sacrarium	sacrarium	_	Sing	_	_	Acc	_	_	NOM
Ueneris	Uenus	_	Sing	_	_	Gen	_	_	NOM
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER

hoc	hic	_	Sing	_	_	Abl	MascNeut	1	PROdem
denique	denique	Pos	_	_	_	_	_	_	ADV
modo	modus	_	Sing	_	_	Abl	_	_	NOM
id	is	_	Sing	_	_	Nom	Neut	_	PROdem
genus	genus	_	Sing	_	_	Nom	_	1	NOM
operis	opus	_	Sing	_	_	Gen	_	1	NOM
in	in	_	_	_	_	_	_	_	PRE
saeculo	saeculum	_	Sing	_	_	Abl	_	_	NOM
euasit	euado	_	Sing	3	Ind|Perf|Act	_	_	2	VER

nam	nam	_	_	_	_	_	_	_	CONcoo
saepe	saepe	Pos	_	_	_	_	_	_	ADV
censores	censor	_	Plur	_	_	Nom	_	_	NOM
nascentia	nascor	_	Plur	_	Par|Pres|Dep	Acc	Neut	_	VER
cum	cum	_	_	_	_	_	_	2	PRE
maxime	magis	Sup	_	_	_	_	_	2	ADV
theatra	theatrum	_	Plur	_	_	Acc	_	_	NOM
destruebant	destruo	_	Plur	3	Ind|Impa|Act	_	_	_	VER
moribus	mos	_	Plur	_	_	Abl	_	_	NOM
consuentes	consuo	_	Plur	_	Par|Pres|Act	Nom	MascFem	_	VER
quorum	qui	_	Plur	_	_	Gen	MascNeut	1	PROrel
scilicet	scilicet	Pos	_	_	_	_	_	_	ADV
periculum	periculum	_	Sing	_	_	Acc	_	_	NOM
ingens	ingens	Pos	Sing	_	_	Acc	Com	_	ADJqua
de	de	_	_	_	_	_	_	_	PRE
lasciuia	lasciuia	_	Sing	_	_	Abl	_	_	NOM
prouidebant	prouideo	_	Plur	3	Ind|Impa|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
iam	iam	Pos	_	_	_	_	_	_	ADV
hinc	hinc	_	_	_	_	_	_	_	ADV
ethnicis	ethnicus	_	Plur	_	_	Dat	Com	_	ADJqua
in	in	_	_	_	_	_	_	_	PRE
testimonium	testimonium	_	Sing	_	_	Acc	_	_	NOM
cedat	cedo	_	Sing	3	Sub|Pres|Act	_	_	1	VER
sententia	sententia	_	Sing	_	_	Nom	_	_	NOM
ipsorum	ipse	_	Plur	_	_	Gen	MascNeut	_	PROdem
nobiscum	nos界cum	_	Plur	_	_	Abl	_	_	PROper
faciens	facio	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
nobis	nos	_	Plur	_	_	Dat	_	_	PROper
in	in	_	_	_	_	_	_	_	PRE
exaggerationem	exaggeratio	_	Sing	_	_	Acc	_	_	NOM
disciplinae	disciplina	_	Sing	_	_	Gen	_	_	NOM
etiam	etiam	Pos	_	_	_	_	_	_	ADV
humanae	humanus	Pos	Sing	_	_	Gen	Fem	_	ADJqua
praerogatiua	praerogatiuus	Pos	Sing	_	_	Nom	Fem	_	ADJqua

itaque	itaque	_	_	_	_	_	_	_	CONcoo
Pompeius	Pompeius	_	Sing	_	_	Nom	_	_	NOM
Magnus	magnus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
solo	solus	_	Sing	_	_	Abl	MascNeut	_	PROind
theatro	theatrum	_	Sing	_	_	Abl	_	_	NOM
suo	suus	_	Sing	_	_	Abl	MascNeut	_	PROpos.ref
minor	paruus	Comp	Sing	_	_	Nom	MascFem	2	ADJqua
cum	cum	_	_	_	_	_	_	3	CONsub
illam	ille	_	Sing	_	_	Acc	Fem	_	PROdem
arcem	arx	_	Sing	_	_	Acc	_	_	NOM
omnium	omnis	_	Plur	_	_	Gen	Com	_	PROind
turpitudinum	turpitudo	_	Plur	_	_	Gen	_	_	NOM
extruxisset	exstruo	_	Sing	3	Sub|Pqp|Act	_	_	_	VER
ueritus	uereor	_	Sing	_	Par|Perf|Dep	Nom	Masc	_	VER
quandoque	quandoque	_	_	_	_	_	_	2	CONsub
memoriae	memoria	_	Sing	_	_	Dat	_	_	NOM
suae	suus	_	Sing	_	_	Dat	Fem	_	PROpos.ref
censoriam	censorius	Pos	Sing	_	_	Acc	Fem	2	ADJqua
animaduersionem	animaduersio	_	Sing	_	_	Acc	_	_	NOM
Ueneris	Uenus	_	Sing	_	_	Gen	_	_	NOM
aedem	aedes	_	Sing	_	_	Acc	_	_	NOM
superposuit	superpono	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
ad	ad	_	_	_	_	_	_	2	PRE
dedicationem	dedicatio	_	Sing	_	_	Acc	_	_	NOM
edicto	edictum	_	Sing	_	_	Dat	_	_	NOM
populum	populus	_	Sing	_	_	Acc	_	1	NOM
uocans	uoco	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
non	non	_	_	_	_	_	_	_	ADVneg
theatrum	theatrum	_	Sing	_	_	Acc	_	_	NOM
sed	sed	_	_	_	_	_	_	_	CONcoo
Ueneris	Uenus	_	Sing	_	_	Gen	_	_	NOM
templum	templum	_	Sing	_	_	Acc	_	_	NOM
nuncupauit	nuncupo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
subiecimus	subicio	_	Plur	1	Ind|Perf|Act	_	_	_	VER
inquit	inquio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
gradus	gradus	_	Plur	_	_	Acc	_	_	NOM
spectaculorum	spectaculum	_	Plur	_	_	Gen	_	_	NOM

ita	ita	Pos	_	_	_	_	_	_	ADV
damnatum	damno	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
damnandum	damno	_	Sing	_	Adj|_|Pass	Acc	MascNeut	_	VER
opus	opus	_	Sing	_	_	Acc	_	1	NOM
templi	templum	_	Sing	_	_	Gen	_	_	NOM
titulo	titulus	_	Sing	_	_	Dat	_	_	NOM
praetexit	praetego	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
disciplinam	disciplina	_	Sing	_	_	Acc	_	_	NOM
superstitione	superstitio	_	Sing	_	_	Abl	_	_	NOM
delusit	deludo	_	Sing	3	Ind|Perf|Act	_	_	_	VER

sed	sed	_	_	_	_	_	_	_	CONcoo
Ueneri	Uenus	_	Sing	_	_	Dat	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
Libero	Liber	_	Sing	_	_	Dat	_	_	NOM
conuenit	conuenio	_	Sing	3	Ind|Pres|Act	_	_	_	VER

duo	duo	_	Plur	_	_	Nom	MascNeut	_	ADJcar
ista	iste	_	Plur	_	_	Nom	Neut	_	PROdem
daemonia	daemonium	_	Plur	_	_	Nom	_	_	NOM
conspirata	conspiro	_	Plur	_	Par|Perf|Pass	Nom	Neut	1	VER
et	et	_	_	_	_	_	_	2	CONcoo
coniurata	coniuro	_	Plur	_	Par|Perf|Pass	Nom	Neut	_	VER
inter	inter	_	_	_	_	_	_	_	PRE
se	sui	_	Sing	_	_	Acc	_	1	PROref
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
ebrietatis	ebrietas	_	Sing	_	_	Gen	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
libidinis	libido	_	Sing	_	_	Gen	_	_	NOM

itaque	itaque	_	_	_	_	_	_	_	CONcoo
theatrum	theatrum	_	Sing	_	_	Nom	_	_	NOM
Ueneris	Uenus	_	Sing	_	_	Gen	_	_	NOM
Liberi	Liber	_	Sing	_	_	Gen	_	_	NOM
quoque	quoque	Pos	_	_	_	_	_	_	ADV
domus	domus	_	Sing	_	_	Nom	_	_	NOM
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER

nam	nam	_	_	_	_	_	_	_	CONcoo
et	et	_	_	_	_	_	_	2	CONcoo
alios	alius	_	Plur	_	_	Acc	Masc	_	PROind
ludos	ludus	_	Plur	_	_	Acc	_	_	NOM
scaenicos	scenicus	_	Plur	_	_	Acc	Masc	2	ADJqua
Liberalia	Liberalia	_	Plur	_	_	Acc	_	_	NOM
proprie	proprie	Pos	_	_	_	_	_	_	ADV
uocabant	uoco	_	Plur	3	Ind|Impa|Act	_	_	_	VER
praeterquam	praeterquam	Pos	_	_	_	_	_	_	ADV
Libero	Liber	_	Sing	_	_	Dat	_	_	NOM
deuotos	deuotus	Pos	Plur	_	_	Acc	Masc	_	ADJqua
quae	qui	_	Plur	_	_	Nom	Neut	1	PROrel
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
Dionysia	Dionysia	_	Plur	_	_	Nom	_	2	NOM
penes	penes	_	_	_	_	_	_	_	PRE
Graecos	Graeci	_	Plur	_	_	Acc	_	_	NOM
etiam	etiam	Pos	_	_	_	_	_	_	ADV
a	ab	_	_	_	_	_	_	_	PRE
Libero	Liber	_	Sing	_	_	Abl	_	_	NOM
institutos	instituo	_	Plur	_	Par|Perf|Pass	Acc	Masc	_	VER

et	et	_	_	_	_	_	_	2	CONcoo
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
plane	plane	Pos	_	_	_	_	_	_	ADV
in	in	_	_	_	_	_	_	_	PRE
artibus	ars	_	Plur	_	_	Abl	_	_	NOM
quoque	quoque	Pos	_	_	_	_	_	_	ADV
scaenicis	scenicus	Pos	Plur	_	_	Abl	Com	2	ADJqua
Liberi	Liber	_	Sing	_	_	Gen	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
Ueneris	Uenus	_	Sing	_	_	Gen	_	_	NOM
patrocinium	patrocinium	_	Sing	_	_	Nom	_	_	NOM

quae	qui	_	Plur	_	_	Nom	Neut	1	PROrel
priuata	priuatus	Pos	Plur	_	_	Nom	Neut	_	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
propria	proprius	Pos	Plur	_	_	Nom	Neut	_	ADJqua
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
scaenae	scena	_	Plur	_	_	Dat	_	_	NOM
de	de	_	_	_	_	_	_	_	PRE
gestu	gestus	_	Sing	_	_	Abl	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
corporis	corpus	_	Sing	_	_	Gen	_	_	NOM
flexu	flexus	_	Sing	_	_	Abl	_	_	NOM
mollitiam	mollitia	_	Sing	_	_	Acc	_	_	NOM
Ueneri	Uenus	_	Sing	_	_	Dat	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
Libero	Liber	_	Sing	_	_	Dat	_	_	NOM
immolant	immolo	_	Plur	3	Ind|Pres|Act	_	_	_	VER
illi	ille	_	Sing	_	_	Dat	Com	_	PROdem
per	per	_	_	_	_	_	_	_	PRE
sexum	sexus	_	Sing	_	_	Acc	_	_	NOM
illi	ille	_	Sing	_	_	Dat	Com	_	PROdem
per	per	_	_	_	_	_	_	_	PRE
